checkpoint,configuration,seed,sample_id,target_text,predicted_text,normalized_target,normalized_prediction,filename,asr_status,asr_seconds,wer,cer,word_accuracy_proxy,character_accuracy_proxy
2750,moderate,5107,5,कृपया अपना ऑर्डर नंबर बताइए।,कुरिया प्रण्डाइबर ये डर्ण नंबर बतलाईब बै,कृपया अपना ऑर्डर नंबर बताइए,कुरिया प्रण्डाइबर ये डर्ण नंबर बतलाईब बै,step_2750/moderate/seed_5107/step2750_moderate_seed5107_05_order_number.wav,success,0.5757870674133301,1.2,0.8518518518518519,0.0,0.14814814814814814
3000,greedy,3407,1,"नमस्ते, आपका ऑर्डर सफलतापूर्वक भेज दिया गया है।",नमस्ति आपका अड़ोगर करजंकर कुब भेजी दिया गया है।,नमस्ते आपका ऑर्डर सफलतापूर्वक भेज दिया गया है,नमस्ति आपका अड़ोगर करजंकर कुब भेजी दिया गया है,step_3000/greedy/seed_3407/step3000_greedy_seed3407_01_namaste_order_sent.wav,success,0.6068577766418457,0.625,0.4,0.375,0.6
3000,greedy,3407,2,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा।,आपका रिफरिम जनी पांच कार्यदों में आके खाते में दमा कर दिया जाएगे।,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,आपका रिफरिम जनी पांच कार्यदों में आके खाते में दमा कर दिया जाएगे,step_3000/greedy/seed_3407/step3000_greedy_seed3407_02_refund_status.wav,success,0.7063212394714355,0.5714285714285714,0.21739130434782608,0.4285714285714286,0.782608695652174
3000,greedy,3407,3,क्या मैं आपकी किसी और सहायता कर सकता हूँ?,क्या मैं आपकी किसी और सर अता कर सक्षाँ।,क्या मैं आपकी किसी और सहायता कर सकता हूँ,क्या मैं आपकी किसी और सर अता कर सक्षाँ,step_3000/greedy/seed_3407/step3000_greedy_seed3407_03_further_assistance.wav,success,0.5340251922607422,0.4444444444444444,0.2,0.5555555555555556,0.8
3000,greedy,3407,4,धन्यवाद! आपका दिन शुभ हो।,तन्नावाद आपका दिन शारह।,धन्यवाद आपका दिन शुभ हो,तन्नावाद आपका दिन शारह,step_3000/greedy/seed_3407/step3000_greedy_seed3407_04_thank_you.wav,success,0.4554634094238281,0.6,0.30434782608695654,0.4,0.6956521739130435
3000,greedy,3407,5,कृपया अपना ऑर्डर नंबर बताइए।,करेप या अपना आबढण नंबर बदलेवय चे।,कृपया अपना ऑर्डर नंबर बताइए,करेप या अपना आबढण नंबर बदलेवय चे,step_3000/greedy/seed_3407/step3000_greedy_seed3407_05_order_number.wav,success,0.53916335105896,1.0,0.5925925925925926,0.0,0.40740740740740744
3000,greedy,4107,1,"नमस्ते, आपका ऑर्डर सफलतापूर्वक भेज दिया गया है।",नमस्ति आपका अड़ोगर करजंकर कुब भेजी दिया गया है।,नमस्ते आपका ऑर्डर सफलतापूर्वक भेज दिया गया है,नमस्ति आपका अड़ोगर करजंकर कुब भेजी दिया गया है,step_3000/greedy/seed_4107/step3000_greedy_seed4107_01_namaste_order_sent.wav,success,0.6247007846832275,0.625,0.4,0.375,0.6
3000,greedy,4107,2,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा।,आपका रिफरिम जनी पांच कार्यदों में आके खाते में दमा कर दिया जाएगे।,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,आपका रिफरिम जनी पांच कार्यदों में आके खाते में दमा कर दिया जाएगे,step_3000/greedy/seed_4107/step3000_greedy_seed4107_02_refund_status.wav,success,0.6995227336883545,0.5714285714285714,0.21739130434782608,0.4285714285714286,0.782608695652174
3000,greedy,4107,3,क्या मैं आपकी किसी और सहायता कर सकता हूँ?,क्या मैं आपकी किसी और सर अता कर सक्षाँ।,क्या मैं आपकी किसी और सहायता कर सकता हूँ,क्या मैं आपकी किसी और सर अता कर सक्षाँ,step_3000/greedy/seed_4107/step3000_greedy_seed4107_03_further_assistance.wav,success,0.5130207538604736,0.4444444444444444,0.2,0.5555555555555556,0.8
3000,greedy,4107,4,धन्यवाद! आपका दिन शुभ हो।,तन्नावाद आपका दिन शारह।,धन्यवाद आपका दिन शुभ हो,तन्नावाद आपका दिन शारह,step_3000/greedy/seed_4107/step3000_greedy_seed4107_04_thank_you.wav,success,0.44986820220947266,0.6,0.30434782608695654,0.4,0.6956521739130435
3000,greedy,4107,5,कृपया अपना ऑर्डर नंबर बताइए।,करेप या अपना आबढण नंबर बदलेवय चे।,कृपया अपना ऑर्डर नंबर बताइए,करेप या अपना आबढण नंबर बदलेवय चे,step_3000/greedy/seed_4107/step3000_greedy_seed4107_05_order_number.wav,success,0.5327963829040527,1.0,0.5925925925925926,0.0,0.40740740740740744
3000,greedy,5107,1,"नमस्ते, आपका ऑर्डर सफलतापूर्वक भेज दिया गया है।",नमस्ति आपका अड़ोगर करजंकर कुब भेजी दिया गया है।,नमस्ते आपका ऑर्डर सफलतापूर्वक भेज दिया गया है,नमस्ति आपका अड़ोगर करजंकर कुब भेजी दिया गया है,step_3000/greedy/seed_5107/step3000_greedy_seed5107_01_namaste_order_sent.wav,success,0.6127738952636719,0.625,0.4,0.375,0.6
3000,greedy,5107,2,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा।,आपका रिफरिम जनी पांच कार्यदों में आके खाते में दमा कर दिया जाएगे।,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,आपका रिफरिम जनी पांच कार्यदों में आके खाते में दमा कर दिया जाएगे,step_3000/greedy/seed_5107/step3000_greedy_seed5107_02_refund_status.wav,success,0.7108972072601318,0.5714285714285714,0.21739130434782608,0.4285714285714286,0.782608695652174
3000,greedy,5107,3,क्या मैं आपकी किसी और सहायता कर सकता हूँ?,क्या मैं आपकी किसी और सर अता कर सक्षाँ।,क्या मैं आपकी किसी और सहायता कर सकता हूँ,क्या मैं आपकी किसी और सर अता कर सक्षाँ,step_3000/greedy/seed_5107/step3000_greedy_seed5107_03_further_assistance.wav,success,0.5137856006622314,0.4444444444444444,0.2,0.5555555555555556,0.8
3000,greedy,5107,4,धन्यवाद! आपका दिन शुभ हो।,तन्नावाद आपका दिन शारह।,धन्यवाद आपका दिन शुभ हो,तन्नावाद आपका दिन शारह,step_3000/greedy/seed_5107/step3000_greedy_seed5107_04_thank_you.wav,success,0.4553108215332031,0.6,0.30434782608695654,0.4,0.6956521739130435
3000,greedy,5107,5,कृपया अपना ऑर्डर नंबर बताइए।,करेप या अपना आबढण नंबर बदलेवय चे।,कृपया अपना ऑर्डर नंबर बताइए,करेप या अपना आबढण नंबर बदलेवय चे,step_3000/greedy/seed_5107/step3000_greedy_seed5107_05_order_number.wav,success,0.546595573425293,1.0,0.5925925925925926,0.0,0.40740740740740744
3000,focused,3407,1,"नमस्ते, आपका ऑर्डर सफलतापूर्वक भेज दिया गया है।",नमस्ती आपका आबरुर्ड तर्ज पंदरा पुर्वग भीर दिया गया है।,नमस्ते आपका ऑर्डर सफलतापूर्वक भेज दिया गया है,नमस्ती आपका आबरुर्ड तर्ज पंदरा पुर्वग भीर दिया गया है,step_3000/focused/seed_3407/step3000_focused_seed3407_01_namaste_order_sent.wav,success,0.6581275463104248,0.75,0.4,0.25,0.6
3000,focused,3407,2,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा।,आपका रेशुन धरेपामंड बनच्य कारी दोनों में आपके खाते में दमा कर दिया जाएगे।,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,आपका रेशुन धरेपामंड बनच्य कारी दोनों में आपके खाते में दमा कर दिया जाएगे,step_3000/focused/seed_3407/step3000_focused_seed3407_02_refund_status.wav,success,0.7466874122619629,0.5,0.3333333333333333,0.5,0.6666666666666667
3000,focused,3407,3,क्या मैं आपकी किसी और सहायता कर सकता हूँ?,क्या मैं आपकी किसी और से रटा कर सक्था हूँ,क्या मैं आपकी किसी और सहायता कर सकता हूँ,क्या मैं आपकी किसी और से रटा कर सक्था हूँ,step_3000/focused/seed_3407/step3000_focused_seed3407_03_further_assistance.wav,success,0.5267741680145264,0.3333333333333333,0.15,0.6666666666666667,0.85
3000,focused,3407,4,धन्यवाद! आपका दिन शुभ हो।,तन्दाद आदला दंशन रहे हैं।,धन्यवाद आपका दिन शुभ हो,तन्दाद आदला दंशन रहे हैं,step_3000/focused/seed_3407/step3000_focused_seed3407_04_thank_you.wav,success,0.4779210090637207,1.0,0.5217391304347826,0.0,0.4782608695652174
3000,focused,3407,5,कृपया अपना ऑर्डर नंबर बताइए।,कुरेप्या अपना आबर नंदर बतलाईब है।,कृपया अपना ऑर्डर नंबर बताइए,कुरेप्या अपना आबर नंदर बतलाईब है,step_3000/focused/seed_3407/step3000_focused_seed3407_05_order_number.wav,success,0.5377404689788818,1.0,0.5555555555555556,0.0,0.4444444444444444
3000,focused,4107,1,"नमस्ते, आपका ऑर्डर सफलतापूर्वक भेज दिया गया है।",नमसिरी आपका आरदर वगवस गर्जवोग भेज दिया गया है।,नमस्ते आपका ऑर्डर सफलतापूर्वक भेज दिया गया है,नमसिरी आपका आरदर वगवस गर्जवोग भेज दिया गया है,step_3000/focused/seed_4107/step3000_focused_seed4107_01_namaste_order_sent.wav,success,0.6441853046417236,0.5,0.35555555555555557,0.5,0.6444444444444444
3000,focused,4107,2,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा।,आपुका रिफलर्य परचकार्य दजु में आपके खाते में दमा कर दिया जाएगी।,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,आपुका रिफलर्य परचकार्य दजु में आपके खाते में दमा कर दिया जाएगी,step_3000/focused/seed_4107/step3000_focused_seed4107_02_refund_status.wav,success,0.7253232002258301,0.5714285714285714,0.2608695652173913,0.4285714285714286,0.7391304347826086
3000,focused,4107,3,क्या मैं आपकी किसी और सहायता कर सकता हूँ?,क्या मैं पाक्ति किसी और सहश्चाइटा कर सकता हूँ।,क्या मैं आपकी किसी और सहायता कर सकता हूँ,क्या मैं पाक्ति किसी और सहश्चाइटा कर सकता हूँ,step_3000/focused/seed_4107/step3000_focused_seed4107_03_further_assistance.wav,success,0.5675232410430908,0.2222222222222222,0.25,0.7777777777777778,0.75
3000,focused,4107,4,धन्यवाद! आपका दिन शुभ हो।,"थंड़, आद, आपका दिन शेहते।",धन्यवाद आपका दिन शुभ हो,थंड़ आद आपका दिन शेहते,step_3000/focused/seed_4107/step3000_focused_seed4107_04_thank_you.wav,success,0.4710819721221924,0.8,0.4782608695652174,0.19999999999999996,0.5217391304347826
3000,focused,4107,5,कृपया अपना ऑर्डर नंबर बताइए।,करप्या टापना अरगर्न बदबेले तलेबे।,कृपया अपना ऑर्डर नंबर बताइए,करप्या टापना अरगर्न बदबेले तलेबे,step_3000/focused/seed_4107/step3000_focused_seed4107_05_order_number.wav,success,0.5225217342376709,1.0,0.7037037037037037,0.0,0.2962962962962963
3000,focused,5107,1,"नमस्ते, आपका ऑर्डर सफलतापूर्वक भेज दिया गया है।",नमसरी आपका अड़ीमन गरदांपुर वाइक भेजहे दिया गया है।,नमस्ते आपका ऑर्डर सफलतापूर्वक भेज दिया गया है,नमसरी आपका अड़ीमन गरदांपुर वाइक भेजहे दिया गया है,step_3000/focused/seed_5107/step3000_focused_seed5107_01_namaste_order_sent.wav,success,0.6403012275695801,0.625,0.4444444444444444,0.375,0.5555555555555556
3000,focused,5107,2,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा।,अपका रिफन अन्नाई पांचर कार्यों दुम्याब के खाते में जबा कर दिया दिया जीजी।,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,अपका रिफन अन्नाई पांचर कार्यों दुम्याब के खाते में जबा कर दिया दिया जीजी,step_3000/focused/seed_5107/step3000_focused_seed5107_02_refund_status.wav,success,0.747178316116333,0.7857142857142857,0.4492753623188406,0.2142857142857143,0.5507246376811594
3000,focused,5107,3,क्या मैं आपकी किसी और सहायता कर सकता हूँ?,क्या मैप की किसी और सर्ष्योर अकर सकता हूँ,क्या मैं आपकी किसी और सहायता कर सकता हूँ,क्या मैप की किसी और सर्ष्योर अकर सकता हूँ,step_3000/focused/seed_5107/step3000_focused_seed5107_03_further_assistance.wav,success,0.5171549320220947,0.4444444444444444,0.25,0.5555555555555556,0.75
3000,focused,5107,4,धन्यवाद! आपका दिन शुभ हो।,"थना आद, आधा दिन्शाल है।",धन्यवाद आपका दिन शुभ हो,थना आद आधा दिन्शाल है,step_3000/focused/seed_5107/step3000_focused_seed5107_04_thank_you.wav,success,0.44608283042907715,1.0,0.4782608695652174,0.0,0.5217391304347826
3000,focused,5107,5,कृपया अपना ऑर्डर नंबर बताइए।,कुरिय प्यात अपना और दरण बर बेलिये।,कृपया अपना ऑर्डर नंबर बताइए,कुरिय प्यात अपना और दरण बर बेलिये,step_3000/focused/seed_5107/step3000_focused_seed5107_05_order_number.wav,success,0.513695240020752,1.2,0.6666666666666666,0.0,0.33333333333333337
3000,moderate,3407,1,"नमस्ते, आपका ऑर्डर सफलतापूर्वक भेज दिया गया है।",नमस्ती आई ठर बेडरनग गर्मान जल्लुक बीजे दिया गया है।,नमस्ते आपका ऑर्डर सफलतापूर्वक भेज दिया गया है,नमस्ती आई ठर बेडरनग गर्मान जल्लुक बीजे दिया गया है,step_3000/moderate/seed_3407/step3000_moderate_seed3407_01_namaste_order_sent.wav,success,0.6296827793121338,0.875,0.5111111111111111,0.125,0.48888888888888893
3000,moderate,3407,2,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा।,आपका रेवन डन अपने पांच कार्य दन्नों में आपके खाते में दमा कर दिया जाईज खबर,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,आपका रेवन डन अपने पांच कार्य दन्नों में आपके खाते में दमा कर दिया जाईज खबर,step_3000/moderate/seed_3407/step3000_moderate_seed3407_02_refund_status.wav,success,0.7600908279418945,0.5714285714285714,0.2608695652173913,0.4285714285714286,0.7391304347826086
3000,moderate,3407,3,क्या मैं आपकी किसी और सहायता कर सकता हूँ?,क्या मैं आपकी किसी और सरहाय सर कर सकता हूँ।,क्या मैं आपकी किसी और सहायता कर सकता हूँ,क्या मैं आपकी किसी और सरहाय सर कर सकता हूँ,step_3000/moderate/seed_3407/step3000_moderate_seed3407_03_further_assistance.wav,success,0.5194623470306396,0.2222222222222222,0.1,0.7777777777777778,0.9
3000,moderate,3407,4,धन्यवाद! आपका दिन शुभ हो।,तन नमाद आपका दिन शायक खे,धन्यवाद आपका दिन शुभ हो,तन नमाद आपका दिन शायक खे,step_3000/moderate/seed_3407/step3000_moderate_seed3407_04_thank_you.wav,success,0.4487016201019287,0.8,0.391304347826087,0.19999999999999996,0.6086956521739131
3000,moderate,3407,5,कृपया अपना ऑर्डर नंबर बताइए।,कुरेपिया अपना टंडम बढ़ दे लेते।,कृपया अपना ऑर्डर नंबर बताइए,कुरेपिया अपना टंडम बढ़ दे लेते,step_3000/moderate/seed_3407/step3000_moderate_seed3407_05_order_number.wav,success,0.5163533687591553,1.0,0.7037037037037037,0.0,0.2962962962962963
3000,moderate,4107,1,"नमस्ते, आपका ऑर्डर सफलतापूर्वक भेज दिया गया है।",नमस्ती आपका आवर्ड हर कर्द वैगबच वगहीत दिया गया है।,नमस्ते आपका ऑर्डर सफलतापूर्वक भेज दिया गया है,नमस्ती आपका आवर्ड हर कर्द वैगबच वगहीत दिया गया है,step_3000/moderate/seed_4107/step3000_moderate_seed4107_01_namaste_order_sent.wav,success,0.6282520294189453,0.75,0.4666666666666667,0.25,0.5333333333333333
3000,moderate,4107,2,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा।,आपका रिफ्यम बरणहरी पांच कारिय दजों में प्रिक हाते में दवा कर दिया जे जैन जहे,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,आपका रिफ्यम बरणहरी पांच कारिय दजों में प्रिक हाते में दवा कर दिया जे जैन जहे,step_3000/moderate/seed_4107/step3000_moderate_seed4107_02_refund_status.wav,success,0.8138883113861084,0.7857142857142857,0.4492753623188406,0.2142857142857143,0.5507246376811594
3000,moderate,4107,3,क्या मैं आपकी किसी और सहायता कर सकता हूँ?,क्या मैं मैं पकी किसी और सरशाहता कर सकता हूँ।,क्या मैं आपकी किसी और सहायता कर सकता हूँ,क्या मैं मैं पकी किसी और सरशाहता कर सकता हूँ,step_3000/moderate/seed_4107/step3000_moderate_seed4107_03_further_assistance.wav,success,0.5447361469268799,0.3333333333333333,0.175,0.6666666666666667,0.825
3000,moderate,4107,4,धन्यवाद! आपका दिन शुभ हो।,धन्नापा क्या नाई जहेंड शायद है।,धन्यवाद आपका दिन शुभ हो,धन्नापा क्या नाई जहेंड शायद है,step_3000/moderate/seed_4107/step3000_moderate_seed4107_04_thank_you.wav,success,0.5015754699707031,1.2,0.8695652173913043,0.0,0.13043478260869568
3000,moderate,4107,5,कृपया अपना ऑर्डर नंबर बताइए।,करप्या पेंटा अपना अदबर नमबर लेपे।,कृपया अपना ऑर्डर नंबर बताइए,करप्या पेंटा अपना अदबर नमबर लेपे,step_3000/moderate/seed_4107/step3000_moderate_seed4107_05_order_number.wav,success,0.5333740711212158,1.0,0.6666666666666666,0.0,0.33333333333333337
3000,moderate,5107,1,"नमस्ते, आपका ऑर्डर सफलतापूर्वक भेज दिया गया है।",नमस्ति आएकसान संपन प्रहकर्श कर्चक फोर्वक भेट दिया गया है।,नमस्ते आपका ऑर्डर सफलतापूर्वक भेज दिया गया है,नमस्ति आएकसान संपन प्रहकर्श कर्चक फोर्वक भेट दिया गया है,step_3000/moderate/seed_5107/step3000_moderate_seed5107_01_namaste_order_sent.wav,success,0.6672098636627197,0.875,0.5333333333333333,0.125,0.4666666666666667
3000,moderate,5107,2,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा।,आपका रिफिनलंज ले पांच कारिदो में आपके खटे में दमा कर दिया जे आईगी।,आपका रिफंड अगले पाँच कार्य दिवसों में आपके खाते में जमा कर दिया जाएगा,आपका रिफिनलंज ले पांच कारिदो में आपके खटे में दमा कर दिया जे आईगी,step_3000/moderate/seed_5107/step3000_moderate_seed5107_02_refund_status.wav,success,0.7266731262207031,0.6428571428571429,0.3188405797101449,0.3571428571428571,0.6811594202898551
3000,moderate,5107,3,क्या मैं आपकी किसी और सहायता कर सकता हूँ?,क्या मैप की किसी और से अठा कर सकना हूँ,क्या मैं आपकी किसी और सहायता कर सकता हूँ,क्या मैप की किसी और से अठा कर सकना हूँ,step_3000/moderate/seed_5107/step3000_moderate_seed5107_03_further_assistance.wav,success,0.5014228820800781,0.5555555555555556,0.2,0.4444444444444444,0.8
3000,moderate,5107,4,धन्यवाद! आपका दिन शुभ हो।,धन्ठायत आद्धम्शमन्द शैषद,धन्यवाद आपका दिन शुभ हो,धन्ठायत आद्धम्शमन्द शैषद,step_3000/moderate/seed_5107/step3000_moderate_seed5107_04_thank_you.wav,success,0.4859907627105713,1.0,0.782608695652174,0.0,0.21739130434782605
3000,moderate,5107,5,कृपया अपना ऑर्डर नंबर बताइए।,कुरी प्रियाप अपना अर्बर नमर बलाई,कृपया अपना ऑर्डर नंबर बताइए,कुरी प्रियाप अपना अर्बर नमर बलाई,step_3000/moderate/seed_5107/step3000_moderate_seed5107_05_order_number.wav,success,0.513568639755249,1.0,0.5555555555555556,0.0,0.4444444444444444
